,SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy,Owned,Wanted,QtyOwned,Rating
7153,6990,5488,1,Duplo,,2009,Duplo Farm Building Set,2.0,102.0,29.99,39.99,64.99,,https://images.brickset.com/sets/images/5488-1.jpg,79,27,No,No,0.0,
7154,6960,5979,1,Space,Space Police 3,2009,Max Security Transport,3.0,330.0,29.35,39.99,,,https://images.brickset.com/sets/images/5979-1.jpg,864,1166,No,No,0.0,
7155,6868,6253,1,Pirates,,2009,Shipwreck Hideout,6.0,310.0,26.45,39.99,,,https://images.brickset.com/sets/images/6253-1.jpg,2165,1862,No,No,0.0,
7156,6979,6751,1,Creator,,2009,Fiery Legend,,479.0,34.99,39.99,49.99,,https://images.brickset.com/sets/images/6751-1.jpg,927,814,No,No,0.0,
7157,6912,7079,1,Castle,Fantasy Era,2009,Drawbridge Defense,7.0,335.0,26.99,39.99,,,https://images.brickset.com/sets/images/7079-1.jpg,2668,1891,No,No,0.0,
7158,6903,7197,1,Indiana Jones,Last Crusade,2009,Venice Canal Chase,4.0,420.0,29.99,39.99,,,https://images.brickset.com/sets/images/7197-1.jpg,3210,2019,No,No,0.0,
7159,6754,7685,1,City,Construction,2009,Dozer,1.0,352.0,19.55,39.99,,,https://images.brickset.com/sets/images/7685-1.jpg,4188,2086,No,No,0.0,
7160,6927,7686,1,City,Traffic,2009,Helicopter Transporter,3.0,377.0,19.55,39.99,,,https://images.brickset.com/sets/images/7686-1.jpg,3369,1921,No,No,0.0,
7161,6893,7751,1,Star Wars,The Clone Wars,2009,Ahsoka's Starfighter and Vulture Droid,4.0,291.0,31.29,39.99,,,https://images.brickset.com/sets/images/7751-1.jpg,3226,3050,No,No,0.0,
7162,6969,7753,1,Star Wars,The Clone Wars,2009,Pirate Tank,3.0,372.0,34.99,39.99,49.99,,https://images.brickset.com/sets/images/7753-1.jpg,3771,2609,No,No,0.0,
7163,6936,7778,1,Star Wars,Episode IV,2009,Midi-scale Millennium Falcon,,356.0,34.99,39.99,,,https://images.brickset.com/sets/images/7778-1.jpg,4506,2439,No,No,0.0,
7164,6915,8182,1,Racers,Tiny Turbos,2009,Monster Crushers,,388.0,31.29,39.99,,,https://images.brickset.com/sets/images/8182-1.jpg,244,274,No,No,0.0,
7165,6767,8183,1,Racers,Radio-Control,2009,Track Turbo RC,,92.0,24.99,39.99,49.99,,https://images.brickset.com/sets/images/8183-1.jpg,1113,331,No,No,0.0,
7166,6810,8262,1,Technic,,2009,Quad-Bike,,308.0,29.99,39.99,,,https://images.brickset.com/sets/images/8262-1.jpg,1771,622,No,No,0.0,
7167,6931,8994,1,Bionicle,Vehicles/Creatures,2009,Baranus V7,,263.0,29.35,39.99,49.99,,https://images.brickset.com/sets/images/8994-1.jpg,533,580,No,No,0.0,
7168,7130,21004,1,Architecture,Architect Series,2009,Solomon Guggenheim Museum,,208.0,34.99,39.99,49.99,,https://images.brickset.com/sets/images/21004-1.jpg,3179,1827,No,No,0.0,
7169,7541,2853586,1,Gear,Video Games/Wii,2009,LEGO Rock Band,,,34.99,39.99,39.99,,https://images.brickset.com/sets/images/2853586-1.jpg,233,74,No,No,0.0,
7170,7543,2853591,1,Gear,Video Games/Xbox 360,2009,LEGO Rock Band,,,39.99,39.99,39.99,,https://images.brickset.com/sets/images/2853591-1.jpg,171,53,No,No,0.0,
7171,7544,2853592,1,Gear,Video Games/PS3,2009,LEGO Rock Band,,,39.99,39.99,39.99,,https://images.brickset.com/sets/images/2853592-1.jpg,141,48,No,No,0.0,
7172,7154,3844,1,Games,,2009,Creationary ,,338.0,24.99,34.99,39.99,,https://images.brickset.com/sets/images/3844-1.jpg,4461,582,No,No,0.0,
7173,6973,8963,1,Power Miners,,2009,Rock Wrecker,2.0,225.0,24.99,34.99,44.99,,https://images.brickset.com/sets/images/8963-1.jpg,2030,913,No,No,0.0,
7174,6826,3596,1,Duplo,Bob the Builder,2009,Muck Can Do It,,39.0,22.49,29.99,,,https://images.brickset.com/sets/images/3596-1.jpg,106,48,No,No,0.0,
7175,6989,5486,1,Duplo,,2009,Fun With Duplo Bricks,,90.0,21.99,29.99,39.99,,https://images.brickset.com/sets/images/5486-1.jpg,49,20,No,No,0.0,
7176,6966,5487,1,Bricks and More,,2009,Fun With LEGO Bricks,,700.0,21.99,29.99,39.99,,https://images.brickset.com/sets/images/5487-1.jpg,195,111,No,No,0.0,
7177,6942,5538,1,Duplo,,2009,Duplo Creative Bucket,,76.0,19.99,29.99,39.99,,https://images.brickset.com/sets/images/5538-1.jpg,104,22,No,No,0.0,
7178,6943,5539,1,Bricks and More,,2009,Creative Bucket,,480.0,19.99,29.99,39.99,,https://images.brickset.com/sets/images/5539-1.jpg,181,87,No,No,0.0,
7179,7000,5546,1,Duplo,Thomas the Tank Engine,2009,Thomas at Morgan's Mine,,22.0,22.99,29.99,,,https://images.brickset.com/sets/images/5546-1.jpg,144,98,No,No,0.0,
7180,7001,5547,1,Duplo,Thomas the Tank Engine,2009,James Celebrates Sodor Day,1.0,34.0,24.99,29.99,,,https://images.brickset.com/sets/images/5547-1.jpg,125,79,No,No,0.0,
7181,6964,5560,1,Bricks and More,,2009,Large Pink Brick Box,1.0,402.0,25.99,29.99,39.99,,https://images.brickset.com/sets/images/5560-1.jpg,1620,150,No,No,0.0,
7182,6829,5633,1,Duplo,LEGO Ville,2009,Polar Zoo,1.0,32.0,20.99,29.99,39.99,,https://images.brickset.com/sets/images/5633-1.jpg,449,75,No,No,0.0,
7183,6920,5972,1,Space,Space Police 3,2009,Container Heist,2.0,282.0,24.99,29.99,,,https://images.brickset.com/sets/images/5972-1.jpg,2447,1056,No,No,0.0,
7184,6967,6194,1,Bricks and More,,2009,My LEGO Town,2.0,516.0,20.99,29.99,39.99,,https://images.brickset.com/sets/images/6194-1.jpg,341,179,No,No,0.0,
7185,6788,7682,1,Indiana Jones,Temple of Doom,2009,Shanghai Chase,5.0,244.0,26.45,29.99,,,https://images.brickset.com/sets/images/7682-1.jpg,4501,2467,No,No,0.0,
7186,6928,7687,1,City,Seasonal,2009,City Advent Calendar,9.0,257.0,19.55,29.99,,,https://images.brickset.com/sets/images/7687-1.jpg,2739,803,No,No,0.0,
7187,6756,7746,1,City,Construction,2009,Single-Drum Roller,2.0,208.0,24.99,29.99,,,https://images.brickset.com/sets/images/7746-1.jpg,3450,2366,No,No,0.0,
7188,6793,8017,1,Star Wars,Episode IV,2009,Darth Vader's TIE Fighter,1.0,251.0,34.99,29.99,39.99,,https://images.brickset.com/sets/images/8017-1.jpg,11317,4051,No,No,0.0,
7189,6937,8036,1,Star Wars,The Clone Wars,2009,Separatist Shuttle,5.0,259.0,34.99,29.99,39.99,,https://images.brickset.com/sets/images/8036-1.jpg,7771,2473,No,No,0.0,
7190,7112,8887,1,Power Functions,Accessories,2009,Transformer 10V DC,,1.0,19.99,29.99,35.99,24.99,https://images.brickset.com/sets/images/8887-1.jpg,706,293,No,No,0.0,
7191,6859,8960,1,Power Miners,,2009,Thunder Driller,3.0,235.0,21.99,29.99,,,https://images.brickset.com/sets/images/8960-1.jpg,4278,961,No,No,0.0,
7192,6908,8969,1,Agents,,2009,4-Wheeling Pursuit,2.0,320.0,21.49,29.99,,,https://images.brickset.com/sets/images/8969-1.jpg,1403,783,No,No,0.0,
7193,6930,8993,1,Bionicle,Vehicles/Creatures,2009,Kaxium V3,,251.0,19.99,29.99,,,https://images.brickset.com/sets/images/8993-1.jpg,780,549,No,No,0.0,
7194,7100,852528,1,Gear,Housewares,2009,Kitchen Storage Set,,,19.55,29.99,,,https://images.brickset.com/sets/images/852528-1.jpg,70,168,No,No,0.0,
7195,7109,852529,1,Gear,Storage,2009,Pro-Builder Toolbox,,,19.55,29.99,,,https://images.brickset.com/sets/images/852529-1.jpg,104,153,No,No,0.0,
7196,7160,852678,1,Gear,Bags,2009,LEGO Classic Shoulder Bag,,,24.99,29.99,30.49,,https://images.brickset.com/sets/images/852678-1.jpg,185,150,No,No,0.0,
7197,7167,852709,1,Gear,Bags,2009,LEGO Space Shoulder Bag,,,19.55,29.99,,,https://images.brickset.com/sets/images/852709-1.jpg,73,294,No,No,0.0,
7198,7046,2851185,1,Gear,Watches/Clocks,2009,Stormtrooper Adult Watch,,,24.99,29.99,39.99,,https://images.brickset.com/sets/images/2851185-1.jpg,50,70,No,No,0.0,
7199,7047,2851190,1,Gear,Watches/Clocks,2009,Darth Vader Adult Watch,,,24.99,29.99,39.99,,https://images.brickset.com/sets/images/2851190-1.jpg,44,73,No,No,0.0,
7200,7048,2851191,1,Gear,Watches/Clocks,2009,Obi-Wan Kenobi Adult Watch,,,24.99,29.99,,,https://images.brickset.com/sets/images/2851191-1.jpg,29,63,No,No,0.0,
7201,7043,2851196,1,Gear,Watches/Clocks,2009,Classic Brick Adult Watch,,,24.99,29.99,39.99,,https://images.brickset.com/sets/images/2851196-1.jpg,50,68,No,No,0.0,
7202,7049,2851198,1,Gear,Watches/Clocks,2009,Luke Skywalker & Han Solo Adult Watch,,,24.99,29.99,39.99,,https://images.brickset.com/sets/images/2851198-1.jpg,35,64,No,No,0.0,
7203,7556,2853595,1,Gear,Video Games/PSP,2009,LEGO Indiana Jones 2: The Adventure Continues,,,29.99,29.99,,,https://images.brickset.com/sets/images/2853595-1.jpg,80,36,No,No,0.0,
7204,7558,2853597,1,Gear,Video Games/DS,2009,LEGO Indiana Jones 2: The Adventure Continues,,,29.99,29.99,,,https://images.brickset.com/sets/images/2853597-1.jpg,229,46,No,No,0.0,
7205,7139,4580307,1,Gear,Video Games/DS,2009,LEGO Battles,,,,29.99,,,https://images.brickset.com/sets/images/4580307-1.jpg,230,61,No,No,0.0,
7206,6953,8707,1,Power Miners,,2009,Boulder Blaster,2.0,293.0,26.45,26.99,,,https://images.brickset.com/sets/images/8707-1.jpg,1206,932,No,No,0.0,
7207,6888,3833,1,SpongeBob SquarePants,,2009,Krusty Krab Adventures,3.0,209.0,24.99,24.99,34.99,,https://images.brickset.com/sets/images/3833-1.jpg,2955,749,No,No,0.0,
7208,7150,3841,1,Games,,2009,Minotaurus,,211.0,17.99,24.99,34.99,,https://images.brickset.com/sets/images/3841-1.jpg,3843,427,No,No,0.0,
7209,6831,5636,1,Duplo,LEGO Ville,2009,Bus,3.0,14.0,20.99,24.99,29.99,,https://images.brickset.com/sets/images/5636-1.jpg,763,75,No,No,0.0,
7210,6995,5640,1,Duplo,LEGO Ville,2009,Petrol Station,1.0,24.0,18.99,24.99,29.99,,https://images.brickset.com/sets/images/5640-1.jpg,375,68,No,No,0.0,
7211,6934,7748,1,Star Wars,The Clone Wars,2009,Corporate Alliance Tank Droid,4.0,216.0,24.99,24.99,29.99,,https://images.brickset.com/sets/images/7748-1.jpg,7747,2249,No,No,0.0,
7212,6935,7749,1,Star Wars,Episode V,2009,Echo Base,5.0,155.0,24.99,24.99,29.99,,https://images.brickset.com/sets/images/7749-1.jpg,12447,3055,Yes,No,1.0,
7213,6813,8261,1,Technic,,2009,Rally Truck,,198.0,19.99,24.99,,,https://images.brickset.com/sets/images/8261-1.jpg,1450,467,No,No,0.0,
7214,7111,8867,1,City,Trains,2009,Flexible Train Tracks,,64.0,24.99,24.99,29.99,14.99,https://images.brickset.com/sets/images/8867-1.jpg,1850,993,No,No,0.0,
7215,7068,852497,1,Gear,Role-play toys,2009,Bionicle Backpack,,,14.65,24.99,,,https://images.brickset.com/sets/images/852497-1.jpg,10,49,No,No,0.0,
7216,7076,852512,1,Gear,Role-play toys,2009,Archer Set,,,16.65,24.99,,,https://images.brickset.com/sets/images/852512-1.jpg,14,53,No,No,0.0,
7217,7074,852525,1,Gear,Housewares,2009,LEGO Cutlery - Silicone Studs,,,16.65,24.99,,,https://images.brickset.com/sets/images/852525-1.jpg,63,130,No,No,0.0,
7218,7220,852676,1,Gear,Board Games,2009,LEGO Travel Game,,,17.59,24.99,,,https://images.brickset.com/sets/images/852676-1.jpg,84,122,No,No,0.0,
7219,7040,2851193,1,Gear,Watches/Clocks,2009,Darth Maul Watch,,,20.99,24.99,24.99,,https://images.brickset.com/sets/images/2851193-1.jpg,207,85,No,No,0.0,
7220,7075,852521,1,Gear,Housewares,2009,LEGO Classic Book Ends,,,14.65,22.99,,,https://images.brickset.com/sets/images/852521-1.jpg,170,223,No,No,0.0,
7221,7128,852527,1,Gear,Housewares,2009,LEGO City Coat Rack,,,14.65,22.99,,,https://images.brickset.com/sets/images/852527-1.jpg,49,169,No,No,0.0,
7222,7294,ISBN1405347473,1,Books,Dorling Kindersley,2009,LEGO Star Wars: The Visual Dictionary,1.0,4.0,,21.99,24.99,,https://images.brickset.com/sets/images/ISBN1405347473-1.jpg,5592,433,No,No,0.0,
7223,6825,3595,1,Duplo,Bob the Builder,2009,Scoop at Bobland Bay,,28.0,15.65,19.99,,,https://images.brickset.com/sets/images/3595-1.jpg,122,48,No,No,0.0,
7224,6999,5545,1,Duplo,Thomas the Tank Engine,2009,Stanley at Great Waterton,,19.0,17.59,19.99,,,https://images.brickset.com/sets/images/5545-1.jpg,151,74,No,No,0.0,
7225,6835,5587,1,Bricks and More,,2009,Basic Bricks with Fun Figures,,390.0,13.35,19.99,,,https://images.brickset.com/sets/images/5587-1.jpg,105,67,No,No,0.0,
7226,6919,5971,1,Space,Space Police 3,2009,Gold Heist,2.0,205.0,17.99,19.99,,,https://images.brickset.com/sets/images/5971-1.jpg,3253,1019,No,No,0.0,
7227,6770,6241,1,Pirates,,2009,Loot Island,3.0,142.0,17.99,19.99,24.99,,https://images.brickset.com/sets/images/6241-1.jpg,4457,1447,No,No,0.0,
7228,6747,6745,1,Creator,,2009,Propeller Power,,247.0,18.99,19.99,24.99,,https://images.brickset.com/sets/images/6745-1.jpg,2901,582,No,No,0.0,
7229,6748,6747,1,Creator,,2009,Race Rider,,266.0,15.99,19.99,26.99,,https://images.brickset.com/sets/images/6747-1.jpg,1689,455,No,No,0.0,
7230,6911,7078,1,Castle,Fantasy Era,2009,King's Battle Chariot,4.0,103.0,13.99,19.99,,,https://images.brickset.com/sets/images/7078-1.jpg,2510,1313,No,No,0.0,
7231,6902,7196,1,Indiana Jones,Kingdom of the Crystal Skull,2009,Chauchilla Cemetery Battle,5.0,187.0,18.99,19.99,,,https://images.brickset.com/sets/images/7196-1.jpg,2286,1724,No,No,0.0,
7232,6750,7631,1,City,Construction,2009,Dump Truck,1.0,189.0,14.99,19.99,24.99,,https://images.brickset.com/sets/images/7631-1.jpg,6024,1902,No,No,0.0,
7233,6792,8016,1,Star Wars,The Clone Wars,2009,Hyena Droid Bomber,3.0,232.0,24.99,19.99,26.99,,https://images.brickset.com/sets/images/8016-1.jpg,7934,2037,No,No,0.0,
7234,6765,8166,1,Racers,Power Racers,2009,Wing Jumper,,203.0,14.65,19.99,,,https://images.brickset.com/sets/images/8166-1.jpg,260,146,No,No,0.0,
7235,6766,8167,1,Racers,Power Racers,2009,Jump Riders,,209.0,15.65,19.99,,,https://images.brickset.com/sets/images/8167-1.jpg,336,151,No,No,0.0,
7236,6824,8168,1,Racers,Ferrari,2009,Ferrari Victory,3.0,202.0,15.65,19.99,,,https://images.brickset.com/sets/images/8168-1.jpg,731,511,No,No,0.0,
7237,6848,8959,1,Power Miners,,2009,Claw Digger,2.0,197.0,15.65,19.99,,,https://images.brickset.com/sets/images/8959-1.jpg,3407,782,No,No,0.0,
7238,6985,8962,1,Power Miners,,2009,Crystal King,2.0,168.0,14.99,19.99,,,https://images.brickset.com/sets/images/8962-1.jpg,3360,1019,No,No,0.0,
7239,6907,8968,1,Agents,,2009,River Heist,3.0,203.0,15.65,19.99,,,https://images.brickset.com/sets/images/8968-1.jpg,1805,775,No,No,0.0,
7240,6808,8990,1,Bionicle,Vehicles/Creatures,2009,Fero and Skirmix,,148.0,14.65,19.99,,,https://images.brickset.com/sets/images/8990-1.jpg,896,620,No,No,0.0,
7241,6809,8991,1,Bionicle,Warriors,2009,Tuma,,188.0,14.65,19.99,,,https://images.brickset.com/sets/images/8991-1.jpg,1171,624,No,No,0.0,
7242,6929,8992,1,Bionicle,Vehicles/Creatures,2009,Cendox V1,,151.0,14.99,19.99,24.99,,https://images.brickset.com/sets/images/8992-1.jpg,963,522,No,No,0.0,
7243,6896,21002,1,Architecture,Landmark Series,2009,Empire State Building,,77.0,19.99,19.99,24.99,,https://images.brickset.com/sets/images/21002-1.jpg,5025,1524,No,No,0.0,
7244,6897,21003,1,Architecture,Landmark Series,2009,Seattle Space Needle,,57.0,19.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/21003-1.jpg,5712,1639,No,No,0.0,
7245,7067,852496,1,Gear,Role-play toys,2009,Bionicle Ball Shooter,,,12.25,19.99,,,https://images.brickset.com/sets/images/852496-1.jpg,11,57,No,No,0.0,
7246,7107,852522,1,Gear,Miscellaneous,2009,LEGO Letters Building System,,,14.65,19.99,,,https://images.brickset.com/sets/images/852522-1.jpg,164,123,No,No,0.0,
7247,7224,852741,1,Gear,Seasonal,2009,LEGO Holiday Countdown Candle,,,14.65,19.99,,,https://images.brickset.com/sets/images/852741-1.jpg,168,217,No,No,0.0,
7248,7226,852744,1,Seasonal,Christmas,2009,Holiday LEGO Ornaments,,,14.99,19.99,,,https://images.brickset.com/sets/images/852744-1.jpg,318,177,No,No,0.0,
7249,7287,852748,1,Gear,Miscellaneous,2009,Pirates Coin Bank,1.0,,14.65,19.99,,,https://images.brickset.com/sets/images/852748-1.jpg,101,126,No,No,0.0,
7250,7200,852750,1,Gear,Board Games,2009,Pirates Tic Tac Toe,10.0,,14.65,19.99,,,https://images.brickset.com/sets/images/852750-1.jpg,355,318,No,No,0.0,
7251,7039,2851192,1,Gear,Watches/Clocks,2009,C-3PO Watch,,,14.99,19.99,29.99,,https://images.brickset.com/sets/images/2851192-1.jpg,95,64,No,No,0.0,
7252,7041,2851194,1,Gear,Watches/Clocks,2009,Han Solo Watch,,,14.99,19.99,,,https://images.brickset.com/sets/images/2851194-1.jpg,49,69,No,No,0.0,
7253,7042,2851195,1,Gear,Watches/Clocks,2009,Obi-Wan Kenobi Watch,,,14.99,19.99,29.99,,https://images.brickset.com/sets/images/2851195-1.jpg,58,59,No,No,0.0,
7254,7240,2853367,1,Gear,Digital media,2009,BIONICLE: The Legend Reborn,,,15.99,19.99,,,https://images.brickset.com/sets/images/2853367-1.jpg,410,71,No,No,0.0,
7255,7552,2853399,1,Gear,Watches/Clocks,2009,Space Police Watch,,,14.99,19.99,29.99,,https://images.brickset.com/sets/images/2853399-1.jpg,40,46,No,No,0.0,
7256,7553,2853401,1,Gear,Watches/Clocks,2009,Power Miners Watch,,,14.99,19.99,29.99,,https://images.brickset.com/sets/images/2853401-1.jpg,55,54,No,No,0.0,
7257,7542,2853587,1,Gear,Video Games/DS,2009,LEGO Rock Band,,,29.99,19.99,,,https://images.brickset.com/sets/images/2853587-1.jpg,106,48,No,No,0.0,
7258,7077,852535,1,Miscellaneous,Minifigure collection,2009,Vintage Minifigure Collection Vol. 2,5.0,24.0,11.75,17.99,,,https://images.brickset.com/sets/images/852535-1.jpg,568,700,No,No,0.0,
7259,7136,852697,1,Miscellaneous,Minifigure collection,2009,Vintage Minifigure Collection Vol. 3,5.0,22.0,11.75,17.99,,,https://images.brickset.com/sets/images/852697-1.jpg,586,695,No,No,0.0,
7260,7166,852708,1,Gear,Housewares,2009,LEGO Minifigure Cake Mould,,,,17.99,,,https://images.brickset.com/sets/images/852708-1.jpg,128,308,No,No,0.0,
7261,7202,852753,1,Miscellaneous,Minifigure collection,2009,Vintage Minifigure Collection Vol. 4,5.0,41.0,11.75,17.99,,,https://images.brickset.com/sets/images/852753-1.jpg,443,772,No,No,0.0,
7262,6758,7635,1,City,Farm,2009,4WD with Horse Trailer,2.0,176.0,14.99,17.48,24.99,,https://images.brickset.com/sets/images/7635-1.jpg,6823,2139,No,No,0.0,
7263,6832,5637,1,Duplo,LEGO Ville,2009,Garbage Truck,1.0,12.0,14.99,16.99,19.99,,https://images.brickset.com/sets/images/5637-1.jpg,618,81,No,No,0.0,
7264,6924,7639,1,City,Traffic,2009,Camper,2.0,165.0,14.99,16.99,19.99,,https://images.brickset.com/sets/images/7639-1.jpg,12401,2173,Yes,No,1.0,
7265,7096,852520,1,Gear,Clothing,2009,LEGO Classic T-shirt,,,13.69,16.99,,,https://images.brickset.com/sets/images/852520-1.jpg,74,53,No,No,0.0,
7266,7138,852545,1,Gear,Miscellaneous,2009,Treasure Box with Pop Up,,,9.79,16.99,,,https://images.brickset.com/sets/images/852545-1.jpg,50,77,No,No,0.0,
7267,7196,852760,1,Gear,Clothing,2009,Bionicle T-shirt,,,,16.99,,,https://images.brickset.com/sets/images/852760-1.jpg,1,39,No,No,0.0,
7268,7193,852761,1,Gear,Clothing,2009,Troll T-shirt,,,,16.99,,,https://images.brickset.com/sets/images/852761-1.jpg,2,26,No,No,0.0,
7269,7194,852762,1,Gear,Clothing,2009,LEGO Indiana Jones T-shirt,,,,16.99,,,https://images.brickset.com/sets/images/852762-1.jpg,50,53,No,No,0.0,
7270,7195,852763,1,Gear,Clothing,2009,LEGO Star Wars Stormtrooper T-shirt,,,,16.99,,,https://images.brickset.com/sets/images/852763-1.jpg,39,62,No,No,0.0,
7271,7197,852764,1,Gear,Clothing,2009,LEGO Star Wars Darth Vader T-shirt,,,,16.99,,,https://images.brickset.com/sets/images/852764-1.jpg,43,70,No,No,0.0,
7272,7198,852765,1,Gear,Clothing,2009,LEGO Star Wars 10yr Anniversary T-shirt,,,,16.99,,,https://images.brickset.com/sets/images/852765-1.jpg,32,75,No,No,0.0,
7273,6751,3594,1,Duplo,Bob the Builder,2009,Bob's Workshop,1.0,14.0,12.69,14.99,,,https://images.brickset.com/sets/images/3594-1.jpg,89,49,No,No,0.0,
7274,7148,3837,1,Games,,2009,Monster 4,,141.0,9.99,14.99,19.99,,https://images.brickset.com/sets/images/3837-1.jpg,1994,367,No,No,0.0,
7275,7149,3838,1,Games,,2009,Lava Dragon ,,131.0,9.99,14.99,19.99,,https://images.brickset.com/sets/images/3838-1.jpg,1937,361,No,No,0.0,
7276,6992,5592,1,Duplo,LEGO Ville,2009,My First Plane,2.0,8.0,14.99,14.99,19.99,,https://images.brickset.com/sets/images/5592-1.jpg,540,52,No,No,0.0,
7277,6820,8123,1,Racers,Tiny Turbos,2009,Ferrari F1 Racers,,139.0,9.79,14.99,,,https://images.brickset.com/sets/images/8123-1.jpg,763,347,No,No,0.0,
7278,6821,8124,1,Racers,Tiny Turbos,2009,Ice Rally,,170.0,9.79,14.99,,,https://images.brickset.com/sets/images/8124-1.jpg,1043,278,No,No,0.0,
7279,6822,8125,1,Racers,Tiny Turbos,2009,Thunder Raceway,,160.0,9.79,14.99,,,https://images.brickset.com/sets/images/8125-1.jpg,1003,256,No,No,0.0,
7280,6823,8126,1,Racers,Tiny Turbos,2009,Desert Challenge,,144.0,9.79,14.99,,,https://images.brickset.com/sets/images/8126-1.jpg,802,266,No,No,0.0,
7281,6811,8256,1,Technic,,2009,Go-Kart,,144.0,14.99,14.99,,,https://images.brickset.com/sets/images/8256-1.jpg,1898,560,No,No,0.0,
7282,7066,852490,1,Gear,Bags,2009,Belville Lunch Box,,,9.79,14.99,,,https://images.brickset.com/sets/images/852490-1.jpg,10,14,No,No,0.0,
7283,7044,852504,1,Gear,Magnets/Indiana Jones,2009,Magnet Set Indiana Jones,3.0,,8.79,14.99,,,https://images.brickset.com/sets/images/852504-1.jpg,359,134,No,No,0.0,
7284,7072,852517,1,Gear,Bags,2009,Police Lunch Box,,,9.79,14.99,,,https://images.brickset.com/sets/images/852517-1.jpg,15,34,No,No,0.0,
7285,7099,852547,1,Gear,Magnets/SpongeBob SquarePants,2009,SpongeBob Spacesuit Magnet Set,3.0,,8.99,14.99,19.99,,https://images.brickset.com/sets/images/852547-1.jpg,223,88,No,No,0.0,
7286,7061,852551,1,Gear,Magnets/Star Wars,2009,Magnet Set Darth Maul 2009,3.0,,8.99,14.99,,,https://images.brickset.com/sets/images/852551-1.jpg,706,236,No,No,0.0,
7287,7060,852552,1,Gear,Magnets/Star Wars,2009,Magnet Set Royal Guard 2009,3.0,,9.99,14.99,15.49,,https://images.brickset.com/sets/images/852552-1.jpg,1297,250,No,No,0.0,
7288,7137,852553,1,Gear,Magnets/Star Wars,2009,Magnet Set Stormtrooper 2009,3.0,,8.99,14.99,,,https://images.brickset.com/sets/images/852553-1.jpg,534,226,No,No,0.0,
7289,7052,852555,1,Gear,Magnets/Star Wars,2009,Magnet Set CW Yoda 2009,3.0,,9.99,14.99,15.49,,https://images.brickset.com/sets/images/852555-1.jpg,1370,229,No,No,0.0,
7290,7161,852685,1,Gear,Board Games,2009,Duplo Puzzle,1.0,,8.79,14.99,,,https://images.brickset.com/sets/images/852685-1.jpg,28,26,No,No,0.0,
7291,7187,852695,1,Gear,Stationery,2009,Bionicle Classic Pencil Case and Stationery Set,,,9.79,14.99,,,https://images.brickset.com/sets/images/852695-1.jpg,18,49,No,No,0.0,
7292,7188,852696,1,Gear,Miscellaneous,2009,Duplo Picture Lottery,,,8.79,14.99,,,https://images.brickset.com/sets/images/852696-1.jpg,12,18,No,No,0.0,
7293,7163,852701,1,Castle,Battle Pack,2009,Troll Warrior Battle Pack,5.0,36.0,8.79,14.99,,,https://images.brickset.com/sets/images/852701-1.jpg,736,973,No,No,0.0,
7294,7164,852702,1,Castle,Battle Pack,2009,Dwarf Warrior Battle Pack,5.0,45.0,8.79,14.99,,,https://images.brickset.com/sets/images/852702-1.jpg,833,1034,No,No,0.0,
7295,7185,852703,1,Gear,Stationery,2009,City Activity Book,,,8.79,14.99,,,https://images.brickset.com/sets/images/852703-1.jpg,13,49,No,No,0.0,
7296,7168,852713,1,Gear,Magnets/SpongeBob SquarePants,2009,SpongeBob Magnet Set,3.0,,8.99,14.99,,,https://images.brickset.com/sets/images/852713-1.jpg,242,106,No,No,0.0,
7297,7170,852715,1,Gear,Magnets/Star Wars,2009,Star Wars Magnet Set,3.0,,8.99,14.99,19.99,,https://images.brickset.com/sets/images/852715-1.jpg,744,252,No,No,0.0,
7298,7174,852719,1,Gear,Magnets/Indiana Jones,2009,Indiana Jones Magnet Set,3.0,,8.79,14.99,,,https://images.brickset.com/sets/images/852719-1.jpg,357,132,No,No,0.0,
7299,7201,852747,1,Pirates,Accessories,2009,Pirates Battle Pack,4.0,37.0,8.79,14.99,,,https://images.brickset.com/sets/images/852747-1.jpg,509,787,No,No,0.0,
7300,6746,6743,1,Creator,,2009,Street Speeder,,165.0,9.99,12.99,17.99,,https://images.brickset.com/sets/images/6743-1.jpg,4982,578,No,No,0.0,
7301,6749,7630,1,City,Construction,2009,Front-End Loader,1.0,108.0,9.99,12.99,14.99,,https://images.brickset.com/sets/images/7630-1.jpg,6442,1736,No,No,0.0,
7302,6757,7634,1,City,Farm,2009,Tractor,1.0,78.0,8.49,12.99,17.99,,https://images.brickset.com/sets/images/7634-1.jpg,7194,2159,Yes,No,1.0,
7303,6923,7638,1,City,Traffic,2009,Tow Truck,1.0,129.0,9.99,12.99,17.99,,https://images.brickset.com/sets/images/7638-1.jpg,7121,1527,No,No,0.0,
7304,6761,8162,1,Racers,Power Racers,2009,Race Rig,,104.0,7.85,12.99,,,https://images.brickset.com/sets/images/8162-1.jpg,526,160,No,No,0.0,
7305,6762,8163,1,Racers,Power Racers,2009,Blue Sprinter,,110.0,7.85,12.99,,,https://images.brickset.com/sets/images/8163-1.jpg,483,160,No,No,0.0,
7306,6763,8164,1,Racers,Power Racers,2009,Extreme Wheelie,,87.0,7.85,12.99,,,https://images.brickset.com/sets/images/8164-1.jpg,444,146,No,No,0.0,
